model,dataset,smell_name,model_language,target_language,n_test_samples,n_train_samples,accuracy,precision,recall,f1
Java_perceptron1_1000_lm,C#_ComplexMethod_Test_OnlySwitch.csv,LongMethod,Java,C#,500,1000,0.5519999861717224,0.9642857142857143,0.108,0.19424460431654678
C#_perceptron1_1000_lm,C#_ComplexMethod_Test_OnlySwitch.csv,LongMethod,C#,C#,500,1000,0.5180000066757202,0.8461538461538461,0.044,0.08365019011406843
C++_perceptron1_1000_lm,C#_ComplexMethod_Test_OnlySwitch.csv,LongMethod,C++,C#,500,1000,0.5260000228881836,0.8823529411764706,0.06,0.11235955056179775
Python_perceptron1_1000_lm,C#_ComplexMethod_Test_OnlySwitch.csv,LongMethod,Python,C#,500,1000,0.527999997138977,0.9375,0.06,0.11278195488721802
Java_perceptron1_1000_lm,C#_GodClass_Test_1.csv,LongMethod,Java,C#,500,1000,0.8859999775886536,0.9141630901287554,0.852,0.8819875776397517
C#_perceptron1_1000_lm,C#_GodClass_Test_1.csv,LongMethod,C#,C#,500,1000,0.8859999775886536,0.9071729957805907,0.86,0.8829568788501025
C++_perceptron1_1000_lm,C#_GodClass_Test_1.csv,LongMethod,C++,C#,500,1000,0.8799999952316284,0.9357798165137615,0.816,0.8717948717948718
Python_perceptron1_1000_lm,C#_GodClass_Test_1.csv,LongMethod,Python,C#,500,1000,0.8740000128746033,0.8879668049792531,0.856,0.8716904276985744
Java_perceptron1_1000_lm,C#_ComplexMethod_Test_Directive.csv,LongMethod,Java,C#,500,1000,0.6679999828338623,0.9565217391304348,0.352,0.5146198830409355
C#_perceptron1_1000_lm,C#_ComplexMethod_Test_Directive.csv,LongMethod,C#,C#,500,1000,0.7200000286102295,0.9741379310344828,0.452,0.6174863387978142
C++_perceptron1_1000_lm,C#_ComplexMethod_Test_Directive.csv,LongMethod,C++,C#,500,1000,0.6399999856948853,0.9605263157894737,0.292,0.44785276073619634
Python_perceptron1_1000_lm,C#_ComplexMethod_Test_Directive.csv,LongMethod,Python,C#,500,1000,0.6880000233650208,0.9607843137254902,0.392,0.5568181818181819
Java_perceptron1_1000_ss,C#_FeatureEnvy_Test_1.csv,ShotgunSurgery,Java,C#,500,1000,0.7379999756813049,0.8940397350993378,0.54,0.6733167082294266
C#_perceptron1_1000_ss,C#_FeatureEnvy_Test_1.csv,ShotgunSurgery,C#,C#,500,1000,0.7519999742507935,0.92,0.552,0.6900000000000001
C++_perceptron1_1000_ss,C#_FeatureEnvy_Test_1.csv,ShotgunSurgery,C++,C#,500,1000,0.7459999918937683,0.8153846153846154,0.636,0.7146067415730338
Java_perceptron1_1000_ss,C#_ComplexMethod_Test_ConditionalExpression.csv,ShotgunSurgery,Java,C#,500,1000,0.7940000295639038,0.8181818181818182,0.756,0.785862785862786
C#_perceptron1_1000_ss,C#_ComplexMethod_Test_ConditionalExpression.csv,ShotgunSurgery,C#,C#,500,1000,0.7860000133514404,0.8016877637130801,0.76,0.7802874743326488
C++_perceptron1_1000_ss,C#_ComplexMethod_Test_ConditionalExpression.csv,ShotgunSurgery,C++,C#,500,1000,0.7260000109672546,0.7344398340248963,0.708,0.7209775967413442
Java_perceptron1_1000_ss,C#_DivergentChange_Test_1.csv,ShotgunSurgery,Java,C#,200,1000,0.800000011920929,0.9411764705882353,0.64,0.7619047619047621
C#_perceptron1_1000_ss,C#_DivergentChange_Test_1.csv,ShotgunSurgery,C#,C#,200,1000,0.7900000214576721,0.9264705882352942,0.63,0.75
C++_perceptron1_1000_ss,C#_DivergentChange_Test_1.csv,ShotgunSurgery,C++,C#,200,1000,0.7149999737739563,0.7721518987341772,0.61,0.6815642458100559
Java_perceptron1_1000_ss,C#_LongMethod_Test_1.csv,ShotgunSurgery,Java,C#,500,1000,0.8939999938011169,0.9191489361702128,0.864,0.8907216494845361
C#_perceptron1_1000_ss,C#_LongMethod_Test_1.csv,ShotgunSurgery,C#,C#,500,1000,0.8899999856948853,0.9295154185022027,0.844,0.8846960167714885
C++_perceptron1_1000_ss,C#_LongMethod_Test_1.csv,ShotgunSurgery,C++,C#,500,1000,0.8500000238418579,0.8404669260700389,0.864,0.8520710059171598
Java_perceptron1_1000_ss,C#_ShotgunSurgery_Test_1.csv,ShotgunSurgery,Java,C#,500,1000,0.7860000133514404,0.9281437125748503,0.62,0.7434052757793765
C#_perceptron1_1000_ss,C#_ShotgunSurgery_Test_1.csv,ShotgunSurgery,C#,C#,500,1000,0.8339999914169312,0.9326424870466321,0.72,0.8126410835214447
C++_perceptron1_1000_ss,C#_ShotgunSurgery_Test_1.csv,ShotgunSurgery,C++,C#,500,1000,0.765999972820282,0.8036529680365296,0.704,0.7505330490405117
Java_perceptron1_1000_ss,C#_ComplexMethod_Test_1.csv,ShotgunSurgery,Java,C#,500,1000,0.765999972820282,0.9130434782608695,0.588,0.7153284671532847
C#_perceptron1_1000_ss,C#_ComplexMethod_Test_1.csv,ShotgunSurgery,C#,C#,500,1000,0.7720000147819519,0.8695652173913043,0.64,0.7373271889400922
C++_perceptron1_1000_ss,C#_ComplexMethod_Test_1.csv,ShotgunSurgery,C++,C#,500,1000,0.8100000023841858,0.8571428571428571,0.744,0.7965738758029979
Java_perceptron1_1000_ss,C#_ComplexMethod_Test_OnlySwitch.csv,ShotgunSurgery,Java,C#,500,1000,0.6100000143051147,0.8873239436619719,0.252,0.39252336448598135
C#_perceptron1_1000_ss,C#_ComplexMethod_Test_OnlySwitch.csv,ShotgunSurgery,C#,C#,500,1000,0.5099999904632568,0.6666666666666666,0.04,0.07547169811320754
C++_perceptron1_1000_ss,C#_ComplexMethod_Test_OnlySwitch.csv,ShotgunSurgery,C++,C#,500,1000,0.5680000185966492,0.6976744186046512,0.24,0.35714285714285715
Java_perceptron1_1000_ss,C#_GodClass_Test_1.csv,ShotgunSurgery,Java,C#,500,1000,0.7580000162124634,0.7171717171717171,0.852,0.7787934186471663
C#_perceptron1_1000_ss,C#_GodClass_Test_1.csv,ShotgunSurgery,C#,C#,500,1000,0.7559999823570251,0.7222222222222222,0.832,0.7732342007434944
C++_perceptron1_1000_ss,C#_GodClass_Test_1.csv,ShotgunSurgery,C++,C#,500,1000,0.6660000085830688,0.6072351421188631,0.94,0.7378335949764522
Java_perceptron1_1000_ss,C#_ComplexMethod_Test_Directive.csv,ShotgunSurgery,Java,C#,500,1000,0.7260000109672546,0.8228571428571428,0.576,0.6776470588235294
C#_perceptron1_1000_ss,C#_ComplexMethod_Test_Directive.csv,ShotgunSurgery,C#,C#,500,1000,0.7239999771118164,0.8076923076923077,0.588,0.6805555555555556
C++_perceptron1_1000_ss,C#_ComplexMethod_Test_Directive.csv,ShotgunSurgery,C++,C#,500,1000,0.75,0.7934272300469484,0.676,0.7300215982721382
Java_perceptron1_1000_fe,C#_FeatureEnvy_Test_1.csv,FeatureEnvy,Java,C#,500,1000,0.6600000262260437,0.9081632653061225,0.356,0.5114942528735633
C#_perceptron1_1000_fe,C#_FeatureEnvy_Test_1.csv,FeatureEnvy,C#,C#,500,1000,0.765999972820282,0.9523809523809523,0.56,0.7052896725440806
C++_perceptron1_1000_fe,C#_FeatureEnvy_Test_1.csv,FeatureEnvy,C++,C#,500,1000,0.6159999966621399,0.8625,0.276,0.4181818181818182
Java_perceptron1_1000_fe,C#_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy,Java,C#,500,1000,0.7580000162124634,0.864406779661017,0.612,0.7166276346604216
C#_perceptron1_1000_fe,C#_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy,C#,C#,500,1000,0.8220000267028809,0.8779342723004695,0.748,0.8077753779697624
C++_perceptron1_1000_fe,C#_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy,C++,C#,500,1000,0.6520000100135803,0.7835820895522388,0.42,0.5468749999999999
Java_perceptron1_1000_fe,C#_DivergentChange_Test_1.csv,FeatureEnvy,Java,C#,200,1000,0.6949999928474426,0.9333333333333333,0.42,0.5793103448275863
C#_perceptron1_1000_fe,C#_DivergentChange_Test_1.csv,FeatureEnvy,C#,C#,200,1000,0.7850000262260437,0.9523809523809523,0.6,0.736196319018405
C++_perceptron1_1000_fe,C#_DivergentChange_Test_1.csv,FeatureEnvy,C++,C#,200,1000,0.6549999713897705,0.9428571428571428,0.33,0.48888888888888893
Java_perceptron1_1000_fe,C#_LongMethod_Test_1.csv,FeatureEnvy,Java,C#,500,1000,0.8360000252723694,0.9615384615384616,0.7,0.8101851851851852
C#_perceptron1_1000_fe,C#_LongMethod_Test_1.csv,FeatureEnvy,C#,C#,500,1000,0.8840000033378601,0.9444444444444444,0.816,0.8755364806866952
C++_perceptron1_1000_fe,C#_LongMethod_Test_1.csv,FeatureEnvy,C++,C#,500,1000,0.7179999947547913,0.8865248226950354,0.5,0.639386189258312
Java_perceptron1_1000_fe,C#_ShotgunSurgery_Test_1.csv,FeatureEnvy,Java,C#,500,1000,0.7160000205039978,0.9576271186440678,0.452,0.6141304347826088
C#_perceptron1_1000_fe,C#_ShotgunSurgery_Test_1.csv,FeatureEnvy,C#,C#,500,1000,0.777999997138977,0.954248366013072,0.584,0.7245657568238213
C++_perceptron1_1000_fe,C#_ShotgunSurgery_Test_1.csv,FeatureEnvy,C++,C#,500,1000,0.6259999871253967,0.9090909090909091,0.28,0.42813455657492366
Java_perceptron1_1000_fe,C#_ComplexMethod_Test_1.csv,FeatureEnvy,Java,C#,500,1000,0.7260000109672546,0.9312977099236641,0.488,0.6404199475065617
C#_perceptron1_1000_fe,C#_ComplexMethod_Test_1.csv,FeatureEnvy,C#,C#,500,1000,0.7960000038146973,0.9567901234567902,0.62,0.7524271844660195
C++_perceptron1_1000_fe,C#_ComplexMethod_Test_1.csv,FeatureEnvy,C++,C#,500,1000,0.6700000166893005,0.8899082568807339,0.388,0.5403899721448467
Java_perceptron1_1000_fe,C#_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy,Java,C#,500,1000,0.6000000238418579,0.8787878787878788,0.232,0.36708860759493667
C#_perceptron1_1000_fe,C#_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy,C#,C#,500,1000,0.5099999904632568,0.6666666666666666,0.04,0.07547169811320754
C++_perceptron1_1000_fe,C#_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy,C++,C#,500,1000,0.5260000228881836,0.696969696969697,0.092,0.1625441696113074
Java_perceptron1_1000_fe,C#_GodClass_Test_1.csv,FeatureEnvy,Java,C#,500,1000,0.7820000052452087,0.7808764940239044,0.784,0.7824351297405189
C#_perceptron1_1000_fe,C#_GodClass_Test_1.csv,FeatureEnvy,C#,C#,500,1000,0.7699999809265137,0.7509293680297398,0.808,0.7784200385356455
C++_perceptron1_1000_fe,C#_GodClass_Test_1.csv,FeatureEnvy,C++,C#,500,1000,0.6980000138282776,0.7345971563981043,0.62,0.6724511930585684
Java_perceptron1_1000_fe,C#_ComplexMethod_Test_Directive.csv,FeatureEnvy,Java,C#,500,1000,0.7580000162124634,0.8524590163934426,0.624,0.720554272517321
C#_perceptron1_1000_fe,C#_ComplexMethod_Test_Directive.csv,FeatureEnvy,C#,C#,500,1000,0.7820000052452087,0.9221556886227545,0.616,0.7386091127098321
C++_perceptron1_1000_fe,C#_ComplexMethod_Test_Directive.csv,FeatureEnvy,C++,C#,500,1000,0.6740000247955322,0.8717948717948718,0.408,0.555858310626703
Java_perceptron1_1000_dv,C#_FeatureEnvy_Test_1.csv,DivergentChange,Java,C#,500,1000,0.6840000152587891,0.9181818181818182,0.404,0.5611111111111111
C#_perceptron1_1000_dv,C#_FeatureEnvy_Test_1.csv,DivergentChange,C#,C#,500,1000,0.6340000033378601,0.958904109589041,0.28,0.43343653250773995
C++_perceptron1_1000_dv,C#_FeatureEnvy_Test_1.csv,DivergentChange,C++,C#,500,1000,0.5540000200271606,0.9090909090909091,0.12,0.21201413427561838
Java_perceptron1_1000_dv,C#_ComplexMethod_Test_ConditionalExpression.csv,DivergentChange,Java,C#,500,1000,0.8140000104904175,0.8792270531400966,0.728,0.7964989059080961
C#_perceptron1_1000_dv,C#_ComplexMethod_Test_ConditionalExpression.csv,DivergentChange,C#,C#,500,1000,0.7839999794960022,0.961038961038961,0.592,0.7326732673267325
C++_perceptron1_1000_dv,C#_ComplexMethod_Test_ConditionalExpression.csv,DivergentChange,C++,C#,500,1000,0.6140000224113464,0.9253731343283582,0.248,0.3911671924290221
Java_perceptron1_1000_dv,C#_DivergentChange_Test_1.csv,DivergentChange,Java,C#,200,1000,0.7850000262260437,0.9672131147540983,0.59,0.732919254658385
C#_perceptron1_1000_dv,C#_DivergentChange_Test_1.csv,DivergentChange,C#,C#,200,1000,0.7350000143051147,0.9795918367346939,0.48,0.6442953020134228
C++_perceptron1_1000_dv,C#_DivergentChange_Test_1.csv,DivergentChange,C++,C#,200,1000,0.5950000286102295,1.0,0.19,0.319327731092437
Java_perceptron1_1000_dv,C#_LongMethod_Test_1.csv,DivergentChange,Java,C#,500,1000,0.9100000262260437,0.9596412556053812,0.856,0.904862579281184
C#_perceptron1_1000_dv,C#_LongMethod_Test_1.csv,DivergentChange,C#,C#,500,1000,0.8840000033378601,0.9848484848484849,0.78,0.8705357142857143
C++_perceptron1_1000_dv,C#_LongMethod_Test_1.csv,DivergentChange,C++,C#,500,1000,0.6639999747276306,0.9880952380952381,0.332,0.4970059880239521
Java_perceptron1_1000_dv,C#_ShotgunSurgery_Test_1.csv,DivergentChange,Java,C#,500,1000,0.7239999771118164,0.9745762711864406,0.46,0.625
C#_perceptron1_1000_dv,C#_ShotgunSurgery_Test_1.csv,DivergentChange,C#,C#,500,1000,0.6399999856948853,0.972972972972973,0.288,0.4444444444444444
C++_perceptron1_1000_dv,C#_ShotgunSurgery_Test_1.csv,DivergentChange,C++,C#,500,1000,0.5640000104904175,0.9444444444444444,0.136,0.2377622377622378
Java_perceptron1_1000_dv,C#_ComplexMethod_Test_1.csv,DivergentChange,Java,C#,500,1000,0.7839999794960022,0.9329268292682927,0.612,0.7391304347826088
C#_perceptron1_1000_dv,C#_ComplexMethod_Test_1.csv,DivergentChange,C#,C#,500,1000,0.7139999866485596,0.9734513274336283,0.44,0.6060606060606061
C++_perceptron1_1000_dv,C#_ComplexMethod_Test_1.csv,DivergentChange,C++,C#,500,1000,0.6039999723434448,0.9482758620689655,0.22,0.35714285714285715
Java_perceptron1_1000_dv,C#_ComplexMethod_Test_OnlySwitch.csv,DivergentChange,Java,C#,500,1000,0.6779999732971191,0.908256880733945,0.396,0.5515320334261838
C#_perceptron1_1000_dv,C#_ComplexMethod_Test_OnlySwitch.csv,DivergentChange,C#,C#,500,1000,0.5720000267028809,0.95,0.152,0.2620689655172414
C++_perceptron1_1000_dv,C#_ComplexMethod_Test_OnlySwitch.csv,DivergentChange,C++,C#,500,1000,0.5260000228881836,0.8095238095238095,0.068,0.12546125461254612
Java_perceptron1_1000_dv,C#_GodClass_Test_1.csv,DivergentChange,Java,C#,500,1000,0.8299999833106995,0.8185328185328186,0.848,0.8330058939096268
C#_perceptron1_1000_dv,C#_GodClass_Test_1.csv,DivergentChange,C#,C#,500,1000,0.8299999833106995,0.8699551569506726,0.776,0.8202959830866807
C++_perceptron1_1000_dv,C#_GodClass_Test_1.csv,DivergentChange,C++,C#,500,1000,0.6480000019073486,0.8775510204081632,0.344,0.4942528735632184
Java_perceptron1_1000_dv,C#_ComplexMethod_Test_Directive.csv,DivergentChange,Java,C#,500,1000,0.7760000228881836,0.9011627906976745,0.62,0.7345971563981044
C#_perceptron1_1000_dv,C#_ComplexMethod_Test_Directive.csv,DivergentChange,C#,C#,500,1000,0.6740000247955322,0.9578947368421052,0.364,0.527536231884058
C++_perceptron1_1000_dv,C#_ComplexMethod_Test_Directive.csv,DivergentChange,C++,C#,500,1000,0.6039999723434448,0.9642857142857143,0.216,0.3529411764705882
Java_perceptron1_1000_fe+dv,C#_FeatureEnvy_Test_1.csv,FeatureEnvy+DivergentChange,Java,C#,500,1000,0.7319999933242798,0.9461538461538461,0.492,0.6473684210526316
C#_perceptron1_1000_fe+dv,C#_FeatureEnvy_Test_1.csv,FeatureEnvy+DivergentChange,C#,C#,500,1000,0.777999997138977,0.9426751592356688,0.592,0.7272727272727273
C++_perceptron1_1000_fe+dv,C#_FeatureEnvy_Test_1.csv,FeatureEnvy+DivergentChange,C++,C#,500,1000,0.628000020980835,0.9324324324324325,0.276,0.425925925925926
Java_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy+DivergentChange,Java,C#,500,1000,0.8100000023841858,0.8894472361809045,0.708,0.7884187082405345
C#_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy+DivergentChange,C#,C#,500,1000,0.9139999747276306,0.8935361216730038,0.94,0.9161793372319688
C++_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy+DivergentChange,C++,C#,500,1000,0.6740000247955322,0.8085106382978723,0.456,0.5831202046035805
Java_perceptron1_1000_fe+dv,C#_DivergentChange_Test_1.csv,FeatureEnvy+DivergentChange,Java,C#,200,1000,0.7699999809265137,0.9821428571428571,0.55,0.7051282051282052
C#_perceptron1_1000_fe+dv,C#_DivergentChange_Test_1.csv,FeatureEnvy+DivergentChange,C#,C#,200,1000,0.875,0.9746835443037974,0.77,0.8603351955307262
C++_perceptron1_1000_fe+dv,C#_DivergentChange_Test_1.csv,FeatureEnvy+DivergentChange,C++,C#,200,1000,0.6899999976158142,0.9318181818181818,0.41,0.5694444444444444
Java_perceptron1_1000_fe+dv,C#_LongMethod_Test_1.csv,FeatureEnvy+DivergentChange,Java,C#,500,1000,0.9160000085830688,0.9521739130434783,0.876,0.9125000000000001
C#_perceptron1_1000_fe+dv,C#_LongMethod_Test_1.csv,FeatureEnvy+DivergentChange,C#,C#,500,1000,0.9679999947547913,0.95,0.988,0.9686274509803922
C++_perceptron1_1000_fe+dv,C#_LongMethod_Test_1.csv,FeatureEnvy+DivergentChange,C++,C#,500,1000,0.7599999904632568,0.9577464788732394,0.544,0.693877551020408
Java_perceptron1_1000_fe+dv,C#_ShotgunSurgery_Test_1.csv,FeatureEnvy+DivergentChange,Java,C#,500,1000,0.7760000228881836,0.9662162162162162,0.572,0.7185929648241205
C#_perceptron1_1000_fe+dv,C#_ShotgunSurgery_Test_1.csv,FeatureEnvy+DivergentChange,C#,C#,500,1000,0.8040000200271606,0.9634146341463414,0.632,0.7632850241545893
C++_perceptron1_1000_fe+dv,C#_ShotgunSurgery_Test_1.csv,FeatureEnvy+DivergentChange,C++,C#,500,1000,0.6019999980926514,0.9180327868852459,0.224,0.36012861736334406
Java_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_1.csv,FeatureEnvy+DivergentChange,Java,C#,500,1000,0.7879999876022339,0.95,0.608,0.7414634146341464
C#_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_1.csv,FeatureEnvy+DivergentChange,C#,C#,500,1000,0.8920000195503235,0.9495412844036697,0.828,0.8846153846153845
C++_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_1.csv,FeatureEnvy+DivergentChange,C++,C#,500,1000,0.6940000057220459,0.970873786407767,0.4,0.5665722379603401
Java_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy+DivergentChange,Java,C#,500,1000,0.5199999809265137,0.7083333333333334,0.068,0.12408759124087593
C#_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy+DivergentChange,C#,C#,500,1000,0.7440000176429749,0.8961038961038961,0.552,0.6831683168316832
C++_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy+DivergentChange,C++,C#,500,1000,0.5320000052452087,0.6904761904761905,0.116,0.19863013698630136
Java_perceptron1_1000_fe+dv,C#_GodClass_Test_1.csv,FeatureEnvy+DivergentChange,Java,C#,500,1000,0.828000009059906,0.7887323943661971,0.896,0.8389513108614232
C#_perceptron1_1000_fe+dv,C#_GodClass_Test_1.csv,FeatureEnvy+DivergentChange,C#,C#,500,1000,0.8360000252723694,0.7818791946308725,0.932,0.8503649635036497
C++_perceptron1_1000_fe+dv,C#_GodClass_Test_1.csv,FeatureEnvy+DivergentChange,C++,C#,500,1000,0.8360000252723694,0.8620689655172413,0.8,0.8298755186721992
Java_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_Directive.csv,FeatureEnvy+DivergentChange,Java,C#,500,1000,0.7599999904632568,0.8532608695652174,0.628,0.7235023041474655
C#_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_Directive.csv,FeatureEnvy+DivergentChange,C#,C#,500,1000,0.8199999928474426,0.9301075268817204,0.692,0.7935779816513762
C++_perceptron1_1000_fe+dv,C#_ComplexMethod_Test_Directive.csv,FeatureEnvy+DivergentChange,C++,C#,500,1000,0.7360000014305115,0.86875,0.556,0.6780487804878049
Java_perceptron1_1000_lm+ss+fe+dv,C#_FeatureEnvy_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,C#,500,1000,0.6100000143051147,0.9661016949152542,0.228,0.36893203883495146
C#_perceptron1_1000_lm+ss+fe+dv,C#_FeatureEnvy_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,C#,500,1000,0.6340000033378601,0.958904109589041,0.28,0.43343653250773995
C++_perceptron1_1000_lm+ss+fe+dv,C#_FeatureEnvy_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,C#,500,1000,0.5759999752044678,1.0,0.152,0.2638888888888889
Java_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_ConditionalExpression.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,C#,500,1000,0.7699999809265137,0.9787234042553191,0.552,0.7058823529411765
C#_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_ConditionalExpression.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,C#,500,1000,0.7879999876022339,0.98,0.588,0.735
C++_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_ConditionalExpression.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,C#,500,1000,0.7120000123977661,0.9907407407407407,0.428,0.5977653631284916
Java_perceptron1_1000_lm+ss+fe+dv,C#_DivergentChange_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,C#,200,1000,0.6700000166893005,0.9722222222222222,0.35,0.5147058823529411
C#_perceptron1_1000_lm+ss+fe+dv,C#_DivergentChange_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,C#,200,1000,0.6899999976158142,0.975,0.39,0.5571428571428572
C++_perceptron1_1000_lm+ss+fe+dv,C#_DivergentChange_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,C#,200,1000,0.625,1.0,0.25,0.4
Java_perceptron1_1000_lm+ss+fe+dv,C#_LongMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,C#,500,1000,0.949999988079071,0.9828326180257511,0.916,0.94824016563147
C#_perceptron1_1000_lm+ss+fe+dv,C#_LongMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,C#,500,1000,0.9580000042915344,0.9790794979079498,0.936,0.9570552147239264
C++_perceptron1_1000_lm+ss+fe+dv,C#_LongMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,C#,500,1000,0.8539999723434448,0.988950276243094,0.716,0.8306264501160093
Java_perceptron1_1000_lm+ss+fe+dv,C#_ShotgunSurgery_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,C#,500,1000,0.621999979019165,0.9552238805970149,0.256,0.4037854889589906
C#_perceptron1_1000_lm+ss+fe+dv,C#_ShotgunSurgery_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,C#,500,1000,0.6420000195503235,0.9733333333333334,0.292,0.44923076923076916
C++_perceptron1_1000_lm+ss+fe+dv,C#_ShotgunSurgery_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,C#,500,1000,0.593999981880188,0.9795918367346939,0.192,0.3210702341137124
Java_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,C#,500,1000,0.6959999799728394,0.9711538461538461,0.404,0.5706214689265536
C#_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,C#,500,1000,0.722000002861023,0.9743589743589743,0.456,0.6212534059945504
C++_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,C#,500,1000,0.6380000114440918,0.9859154929577465,0.28,0.43613707165109034
Java_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_OnlySwitch.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,C#,500,1000,0.527999997138977,0.85,0.068,0.12592592592592594
C#_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_OnlySwitch.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,C#,500,1000,0.5440000295639038,0.8666666666666667,0.104,0.1857142857142857
C++_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_OnlySwitch.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,C#,500,1000,0.5120000243186951,0.75,0.036,0.06870229007633587
Java_perceptron1_1000_lm+ss+fe+dv,C#_GodClass_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,C#,500,1000,0.8960000276565552,0.88671875,0.908,0.8972332015810278
C#_perceptron1_1000_lm+ss+fe+dv,C#_GodClass_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,C#,500,1000,0.8999999761581421,0.8875968992248062,0.916,0.9015748031496063
C++_perceptron1_1000_lm+ss+fe+dv,C#_GodClass_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,C#,500,1000,0.8920000195503235,0.9336283185840708,0.844,0.8865546218487395
Java_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_Directive.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,C#,500,1000,0.7059999704360962,0.963963963963964,0.428,0.592797783933518
C#_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_Directive.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,C#,500,1000,0.7260000109672546,0.9312977099236641,0.488,0.6404199475065617
C++_perceptron1_1000_lm+ss+fe+dv,C#_ComplexMethod_Test_Directive.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,C#,500,1000,0.6779999732971191,0.9587628865979382,0.372,0.5360230547550433
Java_perceptron1_1000_gc,C++_LongMethod_Test_1.csv,GodClass,Java,C++,500,1000,0.656000018119812,1.0,0.312,0.47560975609756095
C#_perceptron1_1000_gc,C++_LongMethod_Test_1.csv,GodClass,C#,C++,500,1000,0.7820000052452087,0.9490445859872612,0.596,0.7321867321867321
C++_perceptron1_1000_gc,C++_LongMethod_Test_1.csv,GodClass,C++,C++,500,1000,0.800000011920929,0.8571428571428571,0.72,0.782608695652174
Python_perceptron1_1000_gc,C++_LongMethod_Test_1.csv,GodClass,Python,C++,500,1000,0.6460000276565552,1.0,0.292,0.45201238390092874
