model,dataset,smell_name,model_language,target_language,n_test_samples,n_train_samples,accuracy,precision,recall,f1
Java_perceptron1_1000_dv,Java_ComplexMethod_Test_ConditionalExpression.csv,DivergentChange,Java,Java,500,1000,0.8339999914169312,0.8957345971563981,0.756,0.8199566160520607
C#_perceptron1_1000_dv,Java_ComplexMethod_Test_ConditionalExpression.csv,DivergentChange,C#,Java,500,1000,0.8019999861717224,0.9520958083832335,0.636,0.7625899280575539
C++_perceptron1_1000_dv,Java_ComplexMethod_Test_ConditionalExpression.csv,DivergentChange,C++,Java,500,1000,0.5799999833106995,0.9545454545454546,0.168,0.28571428571428575
Java_perceptron1_1000_dv,JavaScript_ComplexMethod_Test_1.csv,DivergentChange,Java,Java,500,1000,0.7360000014305115,0.946969696969697,0.5,0.6544502617801047
C#_perceptron1_1000_dv,JavaScript_ComplexMethod_Test_1.csv,DivergentChange,C#,Java,500,1000,0.6579999923706055,0.9157894736842105,0.348,0.5043478260869565
C++_perceptron1_1000_dv,JavaScript_ComplexMethod_Test_1.csv,DivergentChange,C++,Java,500,1000,0.621999979019165,0.9552238805970149,0.256,0.4037854889589906
Java_perceptron1_1000_dv,Java_DivergentChange_Test_1.csv,DivergentChange,Java,Java,500,1000,0.7440000176429749,0.9621212121212122,0.508,0.6649214659685864
C#_perceptron1_1000_dv,Java_DivergentChange_Test_1.csv,DivergentChange,C#,Java,500,1000,0.6959999799728394,0.9711538461538461,0.404,0.5706214689265536
C++_perceptron1_1000_dv,Java_DivergentChange_Test_1.csv,DivergentChange,C++,Java,500,1000,0.5479999780654907,1.0,0.096,0.1751824817518248
Java_perceptron1_1000_dv,Java_ShotgunSurgery_Test_1.csv,DivergentChange,Java,Java,500,1000,0.6840000152587891,0.9791666666666666,0.376,0.5433526011560693
C#_perceptron1_1000_dv,Java_ShotgunSurgery_Test_1.csv,DivergentChange,C#,Java,500,1000,0.6159999966621399,0.967741935483871,0.24,0.38461538461538464
C++_perceptron1_1000_dv,Java_ShotgunSurgery_Test_1.csv,DivergentChange,C++,Java,500,1000,0.5299999713897705,1.0,0.06,0.11320754716981131
Java_perceptron1_1000_dv,Java_LongMethod_Test_1.csv,DivergentChange,Java,Java,500,1000,0.8840000033378601,0.9897959183673469,0.776,0.8699551569506727
C#_perceptron1_1000_dv,Java_LongMethod_Test_1.csv,DivergentChange,C#,Java,500,1000,0.8820000290870667,0.9897435897435898,0.772,0.8674157303370786
C++_perceptron1_1000_dv,Java_LongMethod_Test_1.csv,DivergentChange,C++,Java,500,1000,0.6159999966621399,0.967741935483871,0.24,0.38461538461538464
Java_perceptron1_1000_dv,Java_GodClass_Test_1.csv,DivergentChange,Java,Java,500,1000,0.8100000023841858,0.8189300411522634,0.796,0.8073022312373225
C#_perceptron1_1000_dv,Java_GodClass_Test_1.csv,DivergentChange,C#,Java,500,1000,0.828000009059906,0.8306451612903226,0.824,0.8273092369477911
C++_perceptron1_1000_dv,Java_GodClass_Test_1.csv,DivergentChange,C++,Java,500,1000,0.6460000276565552,0.8686868686868687,0.344,0.492836676217765
Java_perceptron1_1000_dv,Java_ComplexMethod_Test_1.csv,DivergentChange,Java,Java,500,1000,0.7200000286102295,0.9583333333333334,0.46,0.6216216216216216
C#_perceptron1_1000_dv,Java_ComplexMethod_Test_1.csv,DivergentChange,C#,Java,500,1000,0.7239999771118164,1.0,0.448,0.6187845303867404
C++_perceptron1_1000_dv,Java_ComplexMethod_Test_1.csv,DivergentChange,C++,Java,500,1000,0.5479999780654907,1.0,0.096,0.1751824817518248
Java_perceptron1_1000_dv,Java_ComplexMethod_Test_OnlySwitch.csv,DivergentChange,Java,Java,500,1000,0.6200000047683716,0.8947368421052632,0.272,0.4171779141104295
C#_perceptron1_1000_dv,Java_ComplexMethod_Test_OnlySwitch.csv,DivergentChange,C#,Java,500,1000,0.5540000200271606,0.9655172413793104,0.112,0.2007168458781362
C++_perceptron1_1000_dv,Java_ComplexMethod_Test_OnlySwitch.csv,DivergentChange,C++,Java,500,1000,0.5139999985694885,0.8888888888888888,0.032,0.06177606177606177
Java_perceptron1_1000_fe+dv,Java_FeatureEnvy_Test_1.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.7620000243186951,0.901840490797546,0.588,0.711864406779661
C#_perceptron1_1000_fe+dv,Java_FeatureEnvy_Test_1.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.75,0.9251700680272109,0.544,0.6851385390428212
C++_perceptron1_1000_fe+dv,Java_FeatureEnvy_Test_1.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.6019999980926514,0.8805970149253731,0.236,0.3722397476340694
Java_perceptron1_1000_fe+dv,JavaScript_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.527999997138977,0.7916666666666666,0.076,0.1386861313868613
C#_perceptron1_1000_fe+dv,JavaScript_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.6980000138282776,0.9626168224299065,0.412,0.57703081232493
C++_perceptron1_1000_fe+dv,JavaScript_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.6140000224113464,0.8518518518518519,0.276,0.4169184290030212
Java_perceptron1_1000_fe+dv,JavaScript_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.7120000123977661,0.8011363636363636,0.564,0.6619718309859155
C#_perceptron1_1000_fe+dv,JavaScript_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.843999981880188,0.8613445378151261,0.82,0.8401639344262296
C++_perceptron1_1000_fe+dv,JavaScript_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.7860000133514404,0.8388625592417062,0.708,0.7678958785249457
Java_perceptron1_1000_fe+dv,Java_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.8560000061988831,0.8272058823529411,0.9,0.8620689655172414
C#_perceptron1_1000_fe+dv,Java_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.9160000085830688,0.8823529411764706,0.96,0.9195402298850575
C++_perceptron1_1000_fe+dv,Java_ComplexMethod_Test_ConditionalExpression.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.777999997138977,0.8926553672316384,0.632,0.7400468384074942
Java_perceptron1_1000_fe+dv,JavaScript_ComplexMethod_Test_1.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.7300000190734863,0.8859060402684564,0.528,0.6616541353383459
C#_perceptron1_1000_fe+dv,JavaScript_ComplexMethod_Test_1.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.7940000295639038,0.9106145251396648,0.652,0.7599067599067599
C++_perceptron1_1000_fe+dv,JavaScript_ComplexMethod_Test_1.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.777999997138977,0.9371069182389937,0.596,0.7286063569682151
Java_perceptron1_1000_fe+dv,Java_DivergentChange_Test_1.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.8399999737739563,0.9473684210526315,0.72,0.8181818181818181
C#_perceptron1_1000_fe+dv,Java_DivergentChange_Test_1.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.8460000157356262,0.9675675675675676,0.716,0.8229885057471263
C++_perceptron1_1000_fe+dv,Java_DivergentChange_Test_1.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.6859999895095825,0.979381443298969,0.38,0.5475504322766571
Java_perceptron1_1000_fe+dv,Java_ShotgunSurgery_Test_1.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.8180000185966492,0.9251336898395722,0.692,0.7917620137299772
C#_perceptron1_1000_fe+dv,Java_ShotgunSurgery_Test_1.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.7900000214576721,0.9503105590062112,0.612,0.7445255474452555
C++_perceptron1_1000_fe+dv,Java_ShotgunSurgery_Test_1.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.6019999980926514,0.9047619047619048,0.228,0.3642172523961661
Java_perceptron1_1000_fe+dv,Java_LongMethod_Test_1.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.9240000247955322,0.9308943089430894,0.916,0.9233870967741935
C#_perceptron1_1000_fe+dv,Java_LongMethod_Test_1.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.9639999866485596,0.9566929133858267,0.972,0.9642857142857142
C++_perceptron1_1000_fe+dv,Java_LongMethod_Test_1.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.8519999980926514,0.9731182795698925,0.724,0.8302752293577982
Java_perceptron1_1000_fe+dv,Java_GodClass_Test_1.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.7680000066757202,0.6914285714285714,0.968,0.8066666666666666
C#_perceptron1_1000_fe+dv,Java_GodClass_Test_1.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.765999972820282,0.6938775510204082,0.952,0.8026981450252952
C++_perceptron1_1000_fe+dv,Java_GodClass_Test_1.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.8220000267028809,0.8207171314741036,0.824,0.8223552894211578
Java_perceptron1_1000_fe+dv,Java_ComplexMethod_Test_1.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.8640000224113464,0.941747572815534,0.776,0.8508771929824562
C#_perceptron1_1000_fe+dv,Java_ComplexMethod_Test_1.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.8960000276565552,0.9714285714285714,0.816,0.8869565217391304
C++_perceptron1_1000_fe+dv,Java_ComplexMethod_Test_1.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.7139999866485596,0.9572649572649573,0.448,0.6103542234332425
Java_perceptron1_1000_fe+dv,Java_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy+DivergentChange,Java,Java,500,1000,0.5519999861717224,0.76,0.152,0.2533333333333333
C#_perceptron1_1000_fe+dv,Java_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy+DivergentChange,C#,Java,500,1000,0.671999990940094,0.8583333333333333,0.412,0.5567567567567567
C++_perceptron1_1000_fe+dv,Java_ComplexMethod_Test_OnlySwitch.csv,FeatureEnvy+DivergentChange,C++,Java,500,1000,0.5479999780654907,0.7857142857142857,0.132,0.226027397260274
Java_perceptron1_1000_lm+ss+fe+dv,Java_FeatureEnvy_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.5759999752044678,0.9318181818181818,0.164,0.27891156462585037
C#_perceptron1_1000_lm+ss+fe+dv,Java_FeatureEnvy_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.593999981880188,0.9272727272727272,0.204,0.33442622950819667
C++_perceptron1_1000_lm+ss+fe+dv,Java_FeatureEnvy_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.5320000052452087,0.9,0.072,0.13333333333333333
Java_perceptron1_1000_lm+ss+fe+dv,JavaScript_ComplexMethod_Test_OnlySwitch.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.5239999890327454,1.0,0.048,0.0916030534351145
C#_perceptron1_1000_lm+ss+fe+dv,JavaScript_ComplexMethod_Test_OnlySwitch.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.5239999890327454,1.0,0.048,0.0916030534351145
C++_perceptron1_1000_lm+ss+fe+dv,JavaScript_ComplexMethod_Test_OnlySwitch.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.5239999890327454,1.0,0.048,0.0916030534351145
Java_perceptron1_1000_lm+ss+fe+dv,JavaScript_ComplexMethod_Test_ConditionalExpression.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.7419999837875366,0.9481481481481482,0.512,0.6649350649350649
C#_perceptron1_1000_lm+ss+fe+dv,JavaScript_ComplexMethod_Test_ConditionalExpression.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.75,0.9699248120300752,0.516,0.6736292428198434
C++_perceptron1_1000_lm+ss+fe+dv,JavaScript_ComplexMethod_Test_ConditionalExpression.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.7400000095367432,0.9545454545454546,0.504,0.6596858638743456
Java_perceptron1_1000_lm+ss+fe+dv,Java_ComplexMethod_Test_ConditionalExpression.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.7839999794960022,0.9671052631578947,0.588,0.7313432835820894
C#_perceptron1_1000_lm+ss+fe+dv,Java_ComplexMethod_Test_ConditionalExpression.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.8159999847412109,0.9488636363636364,0.668,0.784037558685446
C++_perceptron1_1000_lm+ss+fe+dv,Java_ComplexMethod_Test_ConditionalExpression.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.7080000042915344,1.0,0.416,0.5875706214689266
Java_perceptron1_1000_lm+ss+fe+dv,JavaScript_ComplexMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.6679999828338623,0.9565217391304348,0.352,0.5146198830409355
C#_perceptron1_1000_lm+ss+fe+dv,JavaScript_ComplexMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.6700000166893005,0.956989247311828,0.356,0.5189504373177843
C++_perceptron1_1000_lm+ss+fe+dv,JavaScript_ComplexMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.6759999990463257,0.9680851063829787,0.364,0.5290697674418605
Java_perceptron1_1000_lm+ss+fe+dv,Java_DivergentChange_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.6499999761581421,0.9518072289156626,0.316,0.4744744744744745
C#_perceptron1_1000_lm+ss+fe+dv,Java_DivergentChange_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.6800000071525574,0.9591836734693877,0.376,0.5402298850574713
C++_perceptron1_1000_lm+ss+fe+dv,Java_DivergentChange_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.593999981880188,0.9607843137254902,0.196,0.32558139534883723
Java_perceptron1_1000_lm+ss+fe+dv,Java_ShotgunSurgery_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.5979999899864197,1.0,0.196,0.3277591973244147
C#_perceptron1_1000_lm+ss+fe+dv,Java_ShotgunSurgery_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.6039999723434448,0.9642857142857143,0.216,0.3529411764705882
C++_perceptron1_1000_lm+ss+fe+dv,Java_ShotgunSurgery_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.5540000200271606,1.0,0.108,0.19494584837545126
Java_perceptron1_1000_lm+ss+fe+dv,Java_LongMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.9480000138282776,1.0,0.896,0.9451476793248946
C#_perceptron1_1000_lm+ss+fe+dv,Java_LongMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.9620000123977661,0.9957081545064378,0.928,0.9606625258799173
C++_perceptron1_1000_lm+ss+fe+dv,Java_LongMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.8299999833106995,1.0,0.66,0.7951807228915663
Java_perceptron1_1000_lm+ss+fe+dv,Java_GodClass_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.9120000004768372,0.8652482269503546,0.976,0.9172932330827067
C#_perceptron1_1000_lm+ss+fe+dv,Java_GodClass_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.906000018119812,0.8440677966101695,0.996,0.9137614678899083
C++_perceptron1_1000_lm+ss+fe+dv,Java_GodClass_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.8980000019073486,0.9061224489795918,0.888,0.8969696969696969
Java_perceptron1_1000_lm+ss+fe+dv,Java_ComplexMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.6639999747276306,0.9767441860465116,0.336,0.5
C#_perceptron1_1000_lm+ss+fe+dv,Java_ComplexMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.6840000152587891,0.9791666666666666,0.376,0.5433526011560693
C++_perceptron1_1000_lm+ss+fe+dv,Java_ComplexMethod_Test_1.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.6140000224113464,0.9830508474576272,0.232,0.3754045307443366
Java_perceptron1_1000_lm+ss+fe+dv,Java_ComplexMethod_Test_OnlySwitch.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,Java,Java,500,1000,0.5239999890327454,0.9285714285714286,0.052,0.09848484848484848
C#_perceptron1_1000_lm+ss+fe+dv,Java_ComplexMethod_Test_OnlySwitch.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C#,Java,500,1000,0.5320000052452087,0.9,0.072,0.13333333333333333
C++_perceptron1_1000_lm+ss+fe+dv,Java_ComplexMethod_Test_OnlySwitch.csv,LongMethod+ShotgunSurgery+FeatureEnvy+DivergentChange,C++,Java,500,1000,0.5080000162124634,0.8333333333333334,0.02,0.0390625
Java_perceptron1_1000_gc,C#_FeatureEnvy_Test_1.csv,GodClass,Java,C#,500,1000,0.5040000081062317,1.0,0.008,0.015873015873015872
C#_perceptron1_1000_gc,C#_FeatureEnvy_Test_1.csv,GodClass,C#,C#,500,1000,0.515999972820282,0.7857142857142857,0.044,0.08333333333333331
C++_perceptron1_1000_gc,C#_FeatureEnvy_Test_1.csv,GodClass,C++,C#,500,1000,0.4580000042915344,0.2857142857142857,0.056,0.09364548494983278
Python_perceptron1_1000_gc,C#_FeatureEnvy_Test_1.csv,GodClass,Python,C#,500,1000,0.5080000162124634,0.75,0.024,0.04651162790697675
Java_perceptron1_1000_gc,C#_ComplexMethod_Test_ConditionalExpression.csv,GodClass,Java,C#,500,1000,0.5440000295639038,1.0,0.088,0.16176470588235292
C#_perceptron1_1000_gc,C#_ComplexMethod_Test_ConditionalExpression.csv,GodClass,C#,C#,500,1000,0.6000000238418579,0.9807692307692307,0.204,0.33774834437086093
C++_perceptron1_1000_gc,C#_ComplexMethod_Test_ConditionalExpression.csv,GodClass,C++,C#,500,1000,0.5379999876022339,0.6507936507936508,0.164,0.26198083067092653
Python_perceptron1_1000_gc,C#_ComplexMethod_Test_ConditionalExpression.csv,GodClass,Python,C#,500,1000,0.5419999957084656,1.0,0.084,0.15498154981549817
Java_perceptron1_1000_gc,C#_DivergentChange_Test_1.csv,GodClass,Java,C#,200,1000,0.5350000262260437,1.0,0.07,0.13084112149532712
C#_perceptron1_1000_gc,C#_DivergentChange_Test_1.csv,GodClass,C#,C#,200,1000,0.5550000071525574,1.0,0.11,0.19819819819819817
C++_perceptron1_1000_gc,C#_DivergentChange_Test_1.csv,GodClass,C++,C#,200,1000,0.48500001430511475,0.45161290322580644,0.14,0.21374045801526723
Python_perceptron1_1000_gc,C#_DivergentChange_Test_1.csv,GodClass,Python,C#,200,1000,0.5550000071525574,1.0,0.11,0.19819819819819817
Java_perceptron1_1000_gc,C#_LongMethod_Test_1.csv,GodClass,Java,C#,500,1000,0.5619999766349792,1.0,0.124,0.22064056939501778
C#_perceptron1_1000_gc,C#_LongMethod_Test_1.csv,GodClass,C#,C#,500,1000,0.6539999842643738,0.9873417721518988,0.312,0.47416413373860183
C++_perceptron1_1000_gc,C#_LongMethod_Test_1.csv,GodClass,C++,C#,500,1000,0.5699999928474426,0.6923076923076923,0.252,0.3695014662756598
Python_perceptron1_1000_gc,C#_LongMethod_Test_1.csv,GodClass,Python,C#,500,1000,0.5839999914169312,1.0,0.168,0.28767123287671237
Java_perceptron1_1000_gc,C#_ShotgunSurgery_Test_1.csv,GodClass,Java,C#,500,1000,0.5059999823570251,1.0,0.012,0.023715415019762848
C#_perceptron1_1000_gc,C#_ShotgunSurgery_Test_1.csv,GodClass,C#,C#,500,1000,0.5239999890327454,1.0,0.048,0.0916030534351145
C++_perceptron1_1000_gc,C#_ShotgunSurgery_Test_1.csv,GodClass,C++,C#,500,1000,0.4740000069141388,0.35555555555555557,0.064,0.10847457627118644
Python_perceptron1_1000_gc,C#_ShotgunSurgery_Test_1.csv,GodClass,Python,C#,500,1000,0.5080000162124634,1.0,0.016,0.031496062992125984
Java_perceptron1_1000_gc,C#_ComplexMethod_Test_1.csv,GodClass,Java,C#,500,1000,0.5220000147819519,0.9230769230769231,0.048,0.09125475285171103
C#_perceptron1_1000_gc,C#_ComplexMethod_Test_1.csv,GodClass,C#,C#,500,1000,0.5580000281333923,0.9393939393939394,0.124,0.21908127208480563
C++_perceptron1_1000_gc,C#_ComplexMethod_Test_1.csv,GodClass,C++,C#,500,1000,0.47200000286102295,0.390625,0.1,0.15923566878980894
Python_perceptron1_1000_gc,C#_ComplexMethod_Test_1.csv,GodClass,Python,C#,500,1000,0.527999997138977,0.9375,0.06,0.11278195488721802
Java_perceptron1_1000_gc,C#_ComplexMethod_Test_OnlySwitch.csv,GodClass,Java,C#,500,1000,0.5099999904632568,1.0,0.02,0.0392156862745098
C#_perceptron1_1000_gc,C#_ComplexMethod_Test_OnlySwitch.csv,GodClass,C#,C#,500,1000,0.5460000038146973,1.0,0.092,0.16849816849816848
C++_perceptron1_1000_gc,C#_ComplexMethod_Test_OnlySwitch.csv,GodClass,C++,C#,500,1000,0.47999998927116394,0.3076923076923077,0.032,0.05797101449275362
Python_perceptron1_1000_gc,C#_ComplexMethod_Test_OnlySwitch.csv,GodClass,Python,C#,500,1000,0.5139999985694885,1.0,0.028,0.054474708171206226
Java_perceptron1_1000_gc,C#_GodClass_Test_1.csv,GodClass,Java,C#,500,1000,0.777999997138977,0.986013986013986,0.564,0.7175572519083969
C#_perceptron1_1000_gc,C#_GodClass_Test_1.csv,GodClass,C#,C#,500,1000,0.871999979019165,0.984375,0.756,0.8552036199095022
C++_perceptron1_1000_gc,C#_GodClass_Test_1.csv,GodClass,C++,C#,500,1000,0.765999972820282,0.8757062146892656,0.62,0.7259953161592505
Python_perceptron1_1000_gc,C#_GodClass_Test_1.csv,GodClass,Python,C#,500,1000,0.7639999985694885,0.9852941176470589,0.536,0.694300518134715
Java_perceptron1_1000_gc,C#_ComplexMethod_Test_Directive.csv,GodClass,Java,C#,500,1000,0.550000011920929,1.0,0.1,0.18181818181818182
C#_perceptron1_1000_gc,C#_ComplexMethod_Test_Directive.csv,GodClass,C#,C#,500,1000,0.5839999914169312,0.9565217391304348,0.176,0.29729729729729726
C++_perceptron1_1000_gc,C#_ComplexMethod_Test_Directive.csv,GodClass,C++,C#,500,1000,0.5440000295639038,0.6774193548387096,0.168,0.2692307692307693
Python_perceptron1_1000_gc,C#_ComplexMethod_Test_Directive.csv,GodClass,Python,C#,500,1000,0.5600000023841858,0.96875,0.124,0.21985815602836875
Java_perceptron1_1000_lm,C#_FeatureEnvy_Test_1.csv,LongMethod,Java,C#,500,1000,0.5839999914169312,0.9375,0.18,0.30201342281879195
C#_perceptron1_1000_lm,C#_FeatureEnvy_Test_1.csv,LongMethod,C#,C#,500,1000,0.6159999966621399,0.9833333333333333,0.236,0.3806451612903226
C++_perceptron1_1000_lm,C#_FeatureEnvy_Test_1.csv,LongMethod,C++,C#,500,1000,0.550000011920929,0.9629629629629629,0.104,0.18772563176895307
Python_perceptron1_1000_lm,C#_FeatureEnvy_Test_1.csv,LongMethod,Python,C#,500,1000,0.5820000171661377,0.9361702127659575,0.176,0.2962962962962963
Java_perceptron1_1000_lm,C#_ComplexMethod_Test_ConditionalExpression.csv,LongMethod,Java,C#,500,1000,0.7319999933242798,0.9915254237288136,0.468,0.6358695652173914
C#_perceptron1_1000_lm,C#_ComplexMethod_Test_ConditionalExpression.csv,LongMethod,C#,C#,500,1000,0.7559999823570251,0.9776119402985075,0.524,0.6822916666666667
C++_perceptron1_1000_lm,C#_ComplexMethod_Test_ConditionalExpression.csv,LongMethod,C++,C#,500,1000,0.6620000004768372,0.9764705882352941,0.332,0.49552238805970156
Python_perceptron1_1000_lm,C#_ComplexMethod_Test_ConditionalExpression.csv,LongMethod,Python,C#,500,1000,0.6899999976158142,0.9523809523809523,0.4,0.5633802816901408
Java_perceptron1_1000_lm,C#_DivergentChange_Test_1.csv,LongMethod,Java,C#,200,1000,0.6600000262260437,0.9705882352941176,0.33,0.49253731343283585
C#_perceptron1_1000_lm,C#_DivergentChange_Test_1.csv,LongMethod,C#,C#,200,1000,0.6700000166893005,0.9722222222222222,0.35,0.5147058823529411
C++_perceptron1_1000_lm,C#_DivergentChange_Test_1.csv,LongMethod,C++,C#,200,1000,0.5849999785423279,0.9473684210526315,0.18,0.3025210084033613
Python_perceptron1_1000_lm,C#_DivergentChange_Test_1.csv,LongMethod,Python,C#,200,1000,0.6449999809265137,0.967741935483871,0.3,0.4580152671755725
Java_perceptron1_1000_lm,C#_LongMethod_Test_1.csv,LongMethod,Java,C#,500,1000,0.8799999952316284,0.9846938775510204,0.772,0.8654708520179372
C#_perceptron1_1000_lm,C#_LongMethod_Test_1.csv,LongMethod,C#,C#,500,1000,0.9259999990463257,0.9863013698630136,0.864,0.9211087420042644
C++_perceptron1_1000_lm,C#_LongMethod_Test_1.csv,LongMethod,C++,C#,500,1000,0.7739999890327454,1.0,0.548,0.7080103359173127
Python_perceptron1_1000_lm,C#_LongMethod_Test_1.csv,LongMethod,Python,C#,500,1000,0.8299999833106995,0.9714285714285714,0.68,0.8
Java_perceptron1_1000_lm,C#_ShotgunSurgery_Test_1.csv,LongMethod,Java,C#,500,1000,0.6100000143051147,0.9508196721311475,0.232,0.37299035369774924
C#_perceptron1_1000_lm,C#_ShotgunSurgery_Test_1.csv,LongMethod,C#,C#,500,1000,0.628000020980835,0.9705882352941176,0.264,0.41509433962264153
C++_perceptron1_1000_lm,C#_ShotgunSurgery_Test_1.csv,LongMethod,C++,C#,500,1000,0.5740000009536743,0.9302325581395349,0.16,0.27303754266211605
Python_perceptron1_1000_lm,C#_ShotgunSurgery_Test_1.csv,LongMethod,Python,C#,500,1000,0.5920000076293945,0.9423076923076923,0.196,0.32450331125827814
Java_perceptron1_1000_lm,C#_ComplexMethod_Test_1.csv,LongMethod,Java,C#,500,1000,0.6480000019073486,0.9743589743589743,0.304,0.46341463414634143
C#_perceptron1_1000_lm,C#_ComplexMethod_Test_1.csv,LongMethod,C#,C#,500,1000,0.6880000233650208,0.9895833333333334,0.38,0.5491329479768786
C++_perceptron1_1000_lm,C#_ComplexMethod_Test_1.csv,LongMethod,C++,C#,500,1000,0.6060000061988831,0.9649122807017544,0.22,0.35830618892508137
Python_perceptron1_1000_lm,C#_ComplexMethod_Test_1.csv,LongMethod,Python,C#,500,1000,0.6340000033378601,0.9855072463768116,0.272,0.4263322884012539
